#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	spl
#open	2021-05-09-13-37-38
#fields	uid	orig_spl	resp_spl	orig_spt	resp_spt
#types	string	vector[count]	vector[count]	vector[double]	vector[double]
CRcHQ4Hb3KE2u7WFd	40	40	0.0	0.0
CLBa0wbmqK0ruxkN7	40	40	0.0	0.0
CBHcljyoOg7HBoBU5	40	40	0.0	0.0
CCkBmx4rAQFWyBGDdj	40	40	0.0	0.0
CkEEwa1LRLCxLf7TA4	40	40	0.0	0.0
CAoidS2sqk58Xnv6Tk	40	40	0.0	0.0
CX35j024BH34EeuOLj	40	40	0.0	0.0
CoGxUV1e19noWZvwGf	40	40	0.0	0.0
CA74SE2w1hMSkmagy	40	40	0.0	0.0
CgillY2CG5gyq2ey05	40	40	0.0	0.0
CycZ0hJhR5jFg1U27	40	40	0.0	0.0
Cq1l7k18BWEJMuWqd1	40	40	0.0	0.0
CQp0TZ1K867wvf0Tkg	32,153	32,1339	0.0,0.012791	0.0,0.338487
CEQxWi1ntEBIz7ilCd	40	40	0.0	0.0
CJpTKi2gUG73VP7qB6	40	40	0.0	0.0
CX9SIh4ZZPGBOogFEi	40,240,576	40,1120,4120,4120,4120,1984,2872,392	0.0,1.539034,0.011613	0.0,0.111965,0.114711,0.000719,0.00195,0.018044,0.026026,0.000017
CnchOM3KJSMUNLpav4	40	40	0.0	0.0
CVw0zD487xvPJe5978	40,216	40,384,24	0.0,1.400622	0.0,0.300566,0.080577
CCgxir8KQ5UBmopg7	40	40	0.0	0.0
CB5YIt24Dhs51jnPff	40	40	0.0	0.0
Clb9DYHGd2uOi2i83	40	40	0.0	0.0
Ctdozp2THf3NjYWWF6	40	-	0.0	-
C80GJBKBeMmpyqU0d	36,329	36	0.0,2.22186	0.0
CtPiuk4l6euQXRFqN	32,187	32,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400	0.0,0.908762	0.0,0.424236,0.004274,0.207609,0.209,0.006947,0.202131,0.004881,0.004016,0.201475,0.005788,0.004801,0.003223,0.196754,0.005245,0.003728,0.00421,0.003001,0.192859,0.004029
CdQarr3CAgwlbdHjJi	40	40	0.0	0.0
CC3AOQ2lUud4Sikvl1	40,200	40,384,24	0.0,0.024044	0.0,0.17894,0.108849
CPXEbL5UN1Y8OMhBc	60	60,22	0.0	0.0,1.157001
CfgMck1ghcK3YLeAdg	40	40	0.0	0.0
CxYNN52uZFhuBzQMrk	40	40	0.0	0.0
Cfwh8L2fW4OdW3SuEf	40	40	0.0	0.0
CKSupP3lOMQofb93Fg	40	40	0.0	0.0
C2EOVN3j6n9qlms8bj	40	40	0.0	0.0
CMLkX940gXPsgfim0g	40	40	0.0	0.0
ClLX6x1xhHAMhepjJ2	40	40	0.0	0.0
CDunHe1Kt7n6ew5tIc	40	40	0.0	0.0
C81v8e4y46Bvg60Mv3	32,187	32,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400	0.0,0.864658	0.0,0.459948,0.005725,0.225183,0.228878,0.005016,0.220924,0.154985,0.070267,0.004747,0.15304,0.003981,0.069983,0.005988,0.001363,0.149778,0.005868,0.061169,0.00597,0.004237
CXEoM74bMVDESwUUJ1	40	40	0.0	0.0
C5IjNxKtTZFhb76q4	60	60,22	0.0	0.0,0.722633
C23Bc04eEz5MLPAqF9	40	40	0.0	0.0
Ce7aEiWIF9kxQgZc7	40	40	0.0	0.0
CebUCG2YbaeXzE9J3j	40	40	0.0	0.0
CpQOos1h54dCszg61	40	40	0.0	0.0
ConaS84kFHRCDBfiCa	40	40	0.0	0.0
C6taIpfVD5Pmiib07	40	40	0.0	0.0
C0E8S12DsX9QJtJuba	40,160	40,408	0.0,3.709244	0.0,0.243744
CudCnX36E8kY9Q8mMc	40	40	0.0	0.0
CRgINH1cJthGtZxUSg	40	40	0.0	0.0
Cz7Pq52XNlV7UHL0t6	40	40	0.0	0.0
C2Qk6dshRANNTuvP1	40	40	0.0	0.0
CtXUAyiHASj6sfZF5	40	40	0.0	0.0
CZbjgy1X3q1AQeJPl1	32,148	32,475,2428	0.0,2.213071	0.0,0.103823,0.000736
CL6bys3wx4rH1i09j6	40	40	0.0	0.0
CPZFoe3T9gPPSBFMnk	40,360,416,416	40,16408,13000,16408,12944,16408,12992	0.0,2.595444,0.444378,1.689491	0.0,0.067585,0.002057,0.064062,0.001919,0.064747,0.001364
C07mGF2uvNkpgAbP7	40	40	0.0	0.0
CWYLj22bLhwWagUMW2	40	40	0.0	0.0
CKU9of3iuOlfKIo0W4	40	40	0.0	0.0
ConUUx4f9kBhFF8j6b	40	40	0.0	0.0
CPhTLP2uAUi5NYy1X4	60,228	60,325,2412,4020,116,4020,1418,22,2391,25	0.0,0.150781	0.0,0.133822,0.000755,0.001361,0.0,0.000653,0.022377,0.0,0.023627,0.0
CFenD84f3HvFwxlZBj	32,178	32,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400	0.0,1.31523	0.0,0.621448,0.309877,0.306759,0.003969,0.30429,0.003006,0.302696,0.002579,0.002756,0.002986,0.300739,0.002255,0.00298,0.00398,0.297759,0.002042,0.001982,0.001988,0.001998
CRuKdn1lXK0oVITG44	40	40	0.0	0.0
CLDn8G4fwI6zFILSa8	40	40	0.0	0.0
CcXojV3K8StTf8SvS9	40,912,1552	40,1488,4120,4120,4120,880,1608,1488,4120,4120,4120,880,1488	0.0,3.037612,0.361595	0.0,0.008445,0.000034,0.002949,0.001999,0.000015,0.000012,0.012261,0.000028,0.001602,0.003471,0.000026,0.000011
CbWQGd3oSzfpsghYah	40,128,216,232	40,376,64,32,616,32,528,112,32	0.0,2.580949,0.110091,0.066467	0.0,0.036383,0.000715,0.0,0.103926,0.000051,0.103547,0.0,0.0
CibXhk3z2pO2orXXxb	32,241	32,765	0.0,0.003619	0.0,0.726846
C89Ek32TVPjBkISm26	32,187	32,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400	0.0,1.214936	0.0,0.397927,0.196736,0.002193,0.196999,0.01102,0.004035,0.182016,0.004016,0.003489,0.187354,0.00515,0.003977,0.003998,0.003983,0.182948,0.002096,0.004999,0.003989,0.003984
CiGGQW3eL5kzDo3OIe	40	40	0.0	0.0
CaBqKU1gRVRXy1Fkok	40	40	0.0	0.0
CrRONo4mdAstumBPGf	40	40	0.0	0.0
CXIHKR1ZcX71n6SFB4	40	40	0.0	0.0
CuLHcB2w5HJQPE384a	40,336,376	40,592,1424,976,32	0.0,1.483019,0.041293	0.0,0.229651,0.234864,1.887707,0.0
CONHGUXe9MXgGhxFg	40	40	0.0	0.0
CAAxQ84roZvxa1ttah	40	40	0.0	0.0
CT3jf9RmNay76ziXd	40,160	40,4144,32	0.0,3.335525	0.0,0.936621,0.0
C7rRH02qriiVwCXIgc	40	40	0.0	0.0
CxopqzU6S9uRN4X13	40	40	0.0	0.0
Cka9EElqUDtWPj0mj	40	40	0.0	0.0
CSay6E2MAuTJvbrN35	40	40	0.0	0.0
CbsLZI1MTMYIIKcAfb	40,216	40,568,32	0.0,0.034248	0.0,0.129954,0.000665
CPj2UT1ctfrWKnxPFj	40,128,240,232	40,368,64,32,384,32	0.0,1.344938,0.092808,0.00802	0.0,0.05536,0.000686,0.0,0.1141,0.000087
CInQY13cJrHbRk1ki9	40,272,328	40,488,96,32	0.0,0.051242,0.002343	0.0,0.478965,0.0,0.0
CK17Pv39aKmvNTvRXl	40,240	40,504,32	0.0,2.2277	0.0,0.099117,0.0
Ccu9C64gO4rWGpPKif	60	60,22	0.0	0.0,1.337997
CEL3h25gREcuINfd8	40	40	0.0	0.0
CHFeq8yAwdmfER106	40,88	40,776,3496,2096,4120,32,4120,8208	0.0,2.544917	0.0,0.123743,0.000359,0.000305,0.003432,0.0,0.000321,0.001737
ChJUWn19KrVXOfJ8Dl	40	40	0.0	0.0
CblDQK1AD4oUP55D21	40	40	0.0	0.0
CXg1Oo2LZO4twoNXWe	40,88	40,768,2440,1088,2096,8208,4120,16408,3112,3216,4120,12472,6424,3912	0.0,2.358786	0.0,0.135114,0.000687,0.001079,0.000326,0.002677,0.001936,0.002036,0.000944,0.000028,0.000955,0.001028,0.000985,0.000047
C5wzv61WbEl9oEp5sj	40	40	0.0	0.0
Ct5xCt1c7tSQxSggZ8	40	40	0.0	0.0
Ck6rlO1poYgdeY2j7f	40,160	40,408	0.0,3.082769	0.0,0.25705
CJ4fFI18p4RpLvI2wf	40	40	0.0	0.0
C4X65P1g3V8UmR4s9g	40	40	0.0	0.0
CvO8p51J7eWi9ljUG2	32,271	32,417,2428	0.0,0.042399	0.0,0.282599,0.000044
CSbyQJ1DWkQsVcmsi1	40	40	0.0	0.0
CBUCdM3pUWs5Ehc2Hk	36,201	36,809	0.0,2.031542	0.0,0.052206
CdFCw226vBIKTslsD5	32,178	32,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400	0.0,1.392387	0.0,0.410914,0.202936,0.002395,0.200714,0.004329,0.199277,0.002464,0.003996,0.00325,0.195715,0.003984,0.003231,0.003742,0.191326,0.00365,0.002139,0.003961,0.004249,0.004715
CWzqqd2RK8UftdsiP3	40	40	0.0	0.0
CM0fOzpwl7bSHMVyd	40	40	0.0	0.0
C99EEj4UcMvj885YS	40	40	0.0	0.0
CeS0YO1ODCAQ2V2Fve	60	60,22	0.0	0.0,2.314737
Cnfzga1vav2mRuXY4g	40	-	0.0	-
CLS5HB4vpZquAcxcW9	40	40	0.0	0.0
COHEnn41cCvvDe0MO8	40	40	0.0	0.0
CygZ3F3at8pHCahru3	40	40	0.0	0.0
CjouFh4mbaPTt1zLtd	40	40	0.0	0.0
