x0,x1,x2,x3,target
0.9130963252587055,0.8405600471455185,0.0534740955376263,0.9012249470049652,0.013668671405139388
0.05846562505059465,0.909555769673395,0.167169666828012,0.017538176986189594,0.004373974849644635
0.7100676367800697,0.9570972864732421,0.05324409550324979,0.3383375949841497,0.006014215418261304
0.530982926593886,0.458743733344887,0.20053206750681885,0.7965640910454053,0.018042646254784023
0.08302411724560915,0.5986236394822815,0.6881858575302275,0.4139238860866975,0.013121924548933794
0.25,0.25,0.25,0.25,0.013121924548933794
0.9624274278714332,0.8212338377699805,0.05723980907784263,0.8870645485949379,0.013668671405139388
0.5761072499899834,0.01,0.5968885865101199,0.99,0.020776380535811878
0.01,0.01,0.01,0.99,0.03553854565336245
0.01,0.01,0.33574758864990484,0.99,0.03007107709130674
0.27303800800574346,0.01,0.01,0.99,0.031164570803717928
0.47839813706312373,0.6154155720475192,0.9450815889827734,0.5690750031212846,0.08857299070530344
0.3757402195202063,0.8662669458351545,0.5286800976777838,0.9496964325706284,0.05576817933296885
0.04790963838301465,0.868932212494149,0.783403948046732,0.04814572776419057,0.08911973756150904
0.6730460964242171,0.10312886195484243,0.37580102771080426,0.5972944716688395,0.06834335702569705
0.3667457728766884,0.7008721601096509,0.015503833510394784,0.45728689307408427,0.015308911973756167
0.00980392156862745,0.00980392156862745,0.00980392156862745,0.9705882352941176,0.015308911973756167
0.3846222395505802,0.3285968496163418,0.99,0.01,0.12028430836522686
0.99,0.01,0.99,0.010000000000000009,0.11372334609075996
0.99,0.99,0.99,0.01,0.06670311645708038
0.01,0.01,0.99,0.010000000000000009,0.19792236194641877
0.01,0.01,0.99,0.4084534962730239,0.1574630945872061
0.37846483432759453,0.5567973137471111,0.8515425000142384,0.5695308392445717,0.0005467468562055933
0.3607485792683197,0.11264388794773955,0.6097009341016412,0.5146847341966931,0.0005467468562055933
0.7636586275786771,0.5929533266408766,0.22375680887862917,0.48850831472595896,0.0005467468562055933
0.1515369921232482,0.19207737504785713,0.5348689935604375,0.5444948260204799,0.0010934937124111865
0.9561409665168284,0.3653688615540239,0.21920174038587897,0.7964481209914724,0.0005467468562055933
0.00980392156862745,0.00980392156862745,0.9705882352941176,0.00980392156862746,0.0005467468562055933
0.37305112146105407,0.6354547669180691,0.7803958707309071,0.49675618822454565,0.0005467468562055933
0.1617372194190181,0.20216893681557177,0.49557682271822595,0.5055108374509991,0.0010934937124111865
0.01,0.23405728286453356,0.4504551864519796,0.5647986256728789,0.0010934937124111865
0.01,0.01,0.449677395152766,0.47256396958877556,0.0027337342810278553
0.4909343129780583,0.6466622412064003,0.8231163555149885,0.07776647854807635,0.0
0.980540101604199,0.8388836500478113,0.20539111109045013,0.6490634324659885,0.0005467468562055933
0.6164907482116763,0.42382240942301863,0.05391021725554225,0.6587225905129854,0.0010934937124111865
0.9009286630580625,0.9041158880603495,0.8109011296445979,0.9098909507915728,0.0005467468562055933
0.5258029001080738,0.7262999321653986,0.5443862752557435,0.24471623926725233,0.0005467468562055933
0.21494430860969166,0.43720778164100604,0.5240897855638531,0.12547304137139986,0.0005467468562055933
0.010612991929878836,0.010612991929878836,0.47724225658052416,0.5015317595597182,0.0027337342810278553
0.01,0.01,0.4359805387590088,0.6659456297712463,0.0027337342810278553
0.01,0.01,0.99,0.7658551833270595,0.0010934937124111865
0.6411387922240355,0.5281893077507398,0.6122579954735134,0.975059709598664,0.0010934937124111865
0.01,0.01,0.06187149368922395,0.520213656298836,0.006014215418261304
0.01,0.01,0.01,0.25337582291778177,0.006560962274466897
0.0327498731296762,0.9832801249210638,0.6407907010283007,0.4683268373367427,0.0005467468562055933
0.6097000428750603,0.9509596267822131,0.8569493361957986,0.06673460426416807,0.0
0.4965987002697485,0.05624855266639453,0.2712157670931461,0.31634885697809545,0.0005467468562055933
0.7007615842344981,0.4742539763023232,0.2545897613550212,0.08977180530829283,0.0005467468562055933
0.9494554573118363,0.5493190480749754,0.5590560265400141,0.47506199925509246,0.0005467468562055933
0.03528882562046017,0.03528882562046017,0.03528882562046017,0.8941335231386196,0.006560962274466897
0.36797860744821054,0.9800244398198675,0.5964509402097594,0.5899690749045097,0.0005467468562055933
0.7212688384561851,0.12081781696073125,0.06832071167545894,0.8284903574244279,0.0027337342810278553
0.01,0.3879861399601662,0.01,0.99,0.003827227993439042
0.7834498527072413,0.21852346093354807,0.15672261419140507,0.3148321241587412,0.0005467468562055933
0.01,0.01,0.3591838038460095,0.99,0.004373974849644635
