x0,x1,x2,x3,target
0.5042923089170042,0.8796009059967655,0.47208816487997207,0.09430536289460822,0.1396125584502338
0.8533463520792658,0.7268825050396819,0.8017926204331866,0.9843598750844089,0.1336005344021376
0.9088234060290815,0.14022761899997147,0.23096214950635277,0.103649461685168,0.12424849699398799
0.9287262587332703,0.5707035185441837,0.9329010138465622,0.43313636627488583,0.13827655310621245
0.5189410528259398,0.27588839019618416,0.8073519835862012,0.6954990628742949,0.13560454241816966
0.25,0.25,0.25,0.25,0.13426853707414832
0.5749633445829029,0.49898777428581537,0.4817466415825662,0.32492465639153834,0.1336005344021376
0.5133762528445943,0.09859191646990931,0.2804096164799862,0.6634514590192265,0.12224448897795592
0.5226618480885356,0.789029739404135,0.4744204080214563,0.14751360933287475,0.136940547762191
0.49688071446957854,0.99,0.7829234625316986,0.01,0.1489645958583834
0.13152108239023236,0.99,0.99,0.01,0.16499665998663993
0.8817733630976398,0.6628961407062757,0.02705893911394921,0.8235126421899562,0.028056112224448926
0.5348636533885149,0.4408988180675128,0.3727741073008679,0.9336958337905593,0.03206412825651306
0.9805816960401574,0.8250388206409937,0.4933045678619498,0.052208143547901174,0.04809619238476959
0.15318848632868817,0.25482690153869464,0.6390378084778782,0.9242997942191519,0.030060120240480992
0.41991602016834517,0.28709252634804333,0.4468469177022726,0.4090077876738094,0.046760187040748136
0.06199376639804723,0.466646317219062,0.466646317219062,0.004713599163828909,0.06613226452905807
0.01,0.99,0.775683439495297,0.01,0.06212424849699394
0.01,0.99,0.01,0.01,0.04609218436873752
0.01,0.32327390449634125,0.99,0.01,0.06813627254509014
0.8225509854694465,0.01,0.99,0.01,0.06279225116900466
0.01,0.01,0.5828397876908415,0.01,0.07214428857715427
0.17691340265685884,0.9604178701562199,0.06526052476234827,0.2344613695160195,0.04074816299265194
0.11777633885412096,0.47632467571511555,0.5280377367175302,0.3527350690369081,0.0487641950567802
0.6668952584050257,0.3054648131949024,0.3051530918470328,0.7275566201554763,0.03607214428857719
0.4454617091370287,0.3296218650606745,0.15482286882706814,0.5067496981937826,0.03607214428857719
0.8577100537977913,0.015539815184621969,0.3348936509828654,0.3488258050423084,0.04008016032064132
0.016317478402764356,0.016317478402764356,0.9510475647917069,0.016317478402764356,0.07080828323313293
0.01,0.01,0.99,0.4967329460027514,0.04809619238476959
0.01,0.3495355129266278,0.99,0.01,0.06746826987307952
0.4629165182650459,0.01,0.99,0.01,0.06546426185704746
0.99,0.99,0.99,0.01,0.054108216432865786
0.01,0.99,0.99,0.01,0.06613226452905807
0.5920661085326702,0.9385449587339325,0.6717231116842421,0.059412165087128446,0.013360053440213737
0.7928317889401151,0.06785455790241555,0.2708021129366261,0.18295606318555013,0.011356045424181671
0.8771678222325462,0.8665728998345285,0.3962520804037609,0.35245085568333445,0.00868403473613899
0.7015020844499329,0.959904284475165,0.8362043973110382,0.4526527202797778,0.014696058784235189
0.3213878523418855,0.896936723171688,0.6453594768781123,0.32052952085577935,0.01603206412825653
0.016317478402764356,0.016317478402764356,0.9510475647917069,0.016317478402764356,0.03740814963259853
0.01,0.01,0.99,0.6150695601542951,0.021376085504342
0.01,0.01,0.5848823823635387,0.01,0.03740814963259853
0.01,0.4163426507115643,0.99,0.01,0.03206412825651306
0.01,0.01,0.01,0.010000000000000009,0.014028056112224463
0.437541926004924,0.01,0.99,0.01,0.03139612558450233
0.4267757819302367,0.6712399085673572,0.9359316442137615,0.7563787316532444,0.002672010688042792
