x0,x1,x2,x3,target
0.03016989980823856,0.48452598902696237,0.06771592720233294,0.6946824561438509,0.9993319973279893
0.2103030552913125,0.30394485418928413,0.489542166928495,0.21221491617842628,0.9986639946559787
0.056344710106711354,0.36609160109967964,0.5235688674790698,0.910661571693209,0.9986639946559787
0.2678405789818294,0.0539277285453778,0.8913252630040683,0.09557687726597593,0.9652638610554443
0.02257311017753263,0.6288784111673369,0.4396672744875311,0.3783454692170953,0.9986639946559787
0.25,0.25,0.25,0.25,0.9986639946559787
0.45588082801163604,0.04739580839774806,0.6189334835203796,0.26588260381202217,0.9986639946559787
0.3573011551743458,0.16051099572539207,0.43679055084507973,0.26617627449465203,0.9986639946559787
0.2833698583083818,0.17456713979412192,0.30705765612965313,0.45788729940997086,0.9986639946559787
0.7273534520161065,0.9612494649513899,0.1363550444988271,0.22582718992963696,0.9812959251837008
0.742572706443657,0.01,0.49068086118249243,0.48269888416257817,0.9986639946559787
0.6047434088970525,0.8936770116968797,0.7573955620965784,0.19139907405151016,0.9839679358717435
0.4894070453145778,0.15207544533191708,0.8543746641046919,0.13245087694090685,0.9859719438877755
0.03960563905886843,0.9128800994033428,0.3949406479381188,0.6683878242169796,1.0
0.9877647117321474,0.6164588480053181,0.05859908859179039,0.3436725464323995,1.0
0.27304321350901384,0.800241514401227,0.562015327648252,0.13102539248704628,0.9839679358717435
0.023623862752673558,0.3793971984537611,0.05302343662278621,0.5439555021707793,0.9986639946559787
0.4135698542769722,0.7597197397216819,0.01,0.8941113690923554,0.9993319973279893
0.37749451209921997,0.058739946069694994,0.5124104829614664,0.6680645230787248,1.0
0.024179357753655657,0.9433572535291586,0.3616623177353524,0.6556754011895424,1.0
0.99,0.01,0.01,0.99,0.9993319973279893
0.01,0.01,0.28872974846441013,0.99,0.9986639946559787
0.019647464954987027, 0.4528592439696059, 0.19592115476613034, 0.33157213630927673,1.0
