x0,x1,x2,x3,target
0.6876194509238376,0.2500515410747466,0.19546456092576794,0.741674510338408,0.007446808510638281
0.20906722728703772,0.0795314804443437,0.7106879658215391,0.6919657832316078,0.011702127659574457
0.3783825473579375,0.8227091865923015,0.7389244662458642,0.19036076113446657,0.008510638297872353
0.16180810966362438,0.26965518675735556,0.2784597670916084,0.33449271223546545,0.009574468085106425
0.3610178865535367,0.05969284947159682,0.06807186009374804,0.6560864501636752,0.012765957446808529
0.25,0.25,0.25,0.25,0.018085106382978777
0.5646205211416008,0.4108870763080576,0.5992230431778516,0.6270049936334327,0.023404255319148914
0.7905155646875222,0.7484753632237557,0.27692462351291747,0.8882588850741254,0.019148936170212738
0.5827722629646472,0.9583749942021994,0.06394464895337029,0.4172925668214581,0.008510638297872353
0.19369816245247942,0.6933029229714098,0.808779702835407,0.41359053885748004,0.007446808510638281
0.287523619808103,0.7230660981542102,0.7000381175866132,0.780210166121709,0.017021276595744705
